A_SECTOR,SHELF,AIMS_REEF_NAME,REEF_NAME,FULLREEF_ID,REPORT_YEAR,VISIT_NO,REEF_LAT,REEF_LONG,OPENORCLOSED,OPENORCLOSED_AFTER2004,MP_ZONE,NEW_ZONE_2004,SITE_NO,TRANSECT_NO,BLEACHING_PERHC,WHITESYNDROME,SEB_DISEASE,BROWNB_DISEASE,BLACKBAND,AN,U_SCAR
CA,M,Thetford Reef,THETFORD REEF,16068S,2012,20,-16.80833333,146.1916667,O,O,HP/NS,Conservation Park,3,3,0+,0,0,0,0,0,1
CA,M,Thetford Reef,THETFORD REEF,16068S,2012,20,-16.80833333,146.1916667,O,O,HP/NS,Conservation Park,3,4,0+,2,1,0,0,0,0
CA,M,Thetford Reef,THETFORD REEF,16068S,2012,20,-16.80833333,146.1916667,O,O,HP/NS,Conservation Park,3,5,0+,1,0,0,0,0,2
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,1,1,0,2,0,1,0,0,4
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,1,2,0,13,1,2,0,0,0
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,1,3,0,6,0,1,0,0,1
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,1,4,0,8,1,1,0,0,0
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,1,5,0,11,0,3,0,0,4
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,2,1,0,3,1,1,0,0,4
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,2,2,0,3,0,4,0,0,3
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,2,3,0,3,0,0,0,0,1
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,2,4,0,7,1,1,0,0,3
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,2,5,0,5,0,1,0,0,4
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,3,1,0,0,0,1,0,0,11
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,3,2,0,4,0,1,0,0,7
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,3,3,0,0,1,0,0,0,4
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,3,4,0,0,0,0,0,0,6
SW,M,Wade Reef,WADE REEF,21588S,2012,20,-21.98333333,152.65,O,C,GUB,Marine National Park,3,5,0,1,0,0,0,0,4
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,1,1,0,0,0,0,0,0,1
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,1,2,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,1,3,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,1,4,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,1,5,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,2,1,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,2,2,0,0,0,0,0,0,1
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,2,3,0,0,0,0,0,0,1
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,2,4,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,2,5,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,3,1,0,0,0,0,0,0,1
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,3,2,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,3,3,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,3,4,0,0,0,0,0,0,0
CA,O,Agincourt Reef No.1,AGINCOURT REEFS (NO 1),15099C,2013,21,-16.05,145.8583333,O,C,HP,Marine National Park,3,5,0+,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,1,1,0+,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,1,2,0,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,1,3,1-,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,1,4,1-,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,1,5,1-,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,2,1,0+,0,0,0,0,0,1
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,2,2,0,0,0,0,0,0,1
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,2,3,0,0,0,0,0,0,1
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,2,4,0,0,0,0,0,0,2
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,2,5,0+,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,3,1,0,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,3,2,0,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,3,3,0+,0,0,0,0,0,2
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,3,4,0,0,0,0,0,0,0
WH,I,Border Island,BORDER ISLAND REEF (NO 1),20067A,2013,21,-20.175,149.025,C,C,MNPB,Marine National Park,3,5,0,1,0,0,0,0,0
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,1,1,0,0,0,0,0,0,0
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,1,2,0,0,0,0,0,0,1
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,1,3,0,0,0,0,0,0,0
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,1,4,0,0,0,0,0,0,1
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,1,5,0,0,0,0,0,0,1
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,2,1,0,0,0,0,0,0,1
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,2,2,0,0,0,1,0,0,1
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,2,3,0,0,0,0,0,0,1
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,2,4,0,0,0,0,0,0,0
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,2,5,0,0,0,0,0,0,1
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,3,1,0,1,0,0,0,0,4
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,3,2,0,4,0,0,0,0,2
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,3,3,0,1,0,0,0,0,5
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,3,4,0,4,0,0,0,0,2
CB,O,Broomfield Reef,BROOMFIELD REEF,23048S,2013,21,-23.275,151.9416667,O,O,GUB,Conservation Park,3,5,0,1,0,0,0,0,3
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,1,0,1,0,0,0,0,0
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,2,0,0,0,0,0,0,2
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,3,0,0,0,0,0,0,1
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,4,0,0,0,2,0,0,2
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,5,0,0,0,0,0,0,1
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,1,0,1,0,0,0,0,2
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,2,0,0,0,0,0,0,0
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,3,0,0,0,0,0,0,1
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,4,0,1,0,0,0,0,0
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,5,0,0,0,0,0,0,0
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,1,0,0,0,0,0,0,1
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,2,0,0,0,0,0,0,0
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,3,0,2,0,0,0,0,2
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,4,0,0,0,0,0,0,1
CL,O,Carter Reef,CARTER REEF,14137S,2013,21,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,5,0,3,1,0,0,0,2
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,1,1,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,1,2,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,1,3,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,1,4,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,1,5,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,2,1,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,2,2,0,0,0,0,0,0,1
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,2,3,0,0,0,0,0,0,1
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,2,4,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,2,5,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,3,1,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,3,2,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,3,3,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,3,4,0,0,0,0,0,0,0
TO,O,Chicken Reef,CHICKEN REEF,18086S,2013,21,-18.65833333,147.7083333,O,O,GUA,Habitat Protection,3,5,0,0,0,0,0,0,0
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,1,1,0,1,0,0,0,0,0
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,1,2,0,0,0,0,0,0,0
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,1,3,0,1,0,1,0,0,0
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,1,4,0,1,0,0,0,0,1
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,1,5,0,1,0,0,0,0,0
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,2,1,0,0,0,0,0,0,3
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,2,2,0,0,0,0,0,0,1
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,2,3,0,0,0,0,0,0,0
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,2,4,0,0,0,0,0,0,3
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,2,5,0,0,0,1,0,0,1
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,3,1,0,0,0,0,0,0,2
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,3,2,0,0,0,0,0,0,1
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,3,3,0,0,0,0,0,0,2
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,3,4,0,0,0,0,0,0,1
SW,M,Chinaman Reef (22-102),CHINAMAN REEF(22102),22102S,2013,21,-22.00833333,152.6583333,O,O,GUB,Habitat Protection,3,5,0,1,0,0,0,0,1
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,1,1,0,0,1,0,0,0,2
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,1,2,0+,0,0,0,0,0,3
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,1,3,0,0,0,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,1,4,0,0,0,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,1,5,0,0,1,0,0,0,1
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,2,1,0,0,0,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,2,2,0,1,0,0,0,0,1
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,2,3,0,0,1,0,0,0,2
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,2,4,0,0,0,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,2,5,0,0,0,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,3,1,0,0,2,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,3,2,0,0,1,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,3,3,0,0,3,0,0,0,1
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,3,4,0,0,0,0,0,0,0
TO,M,Davies Reef,DAVIES REEF,18096S,2013,21,-18.825,147.6416667,O,O,MNPA,Conservation Park,3,5,0,0,1,0,0,0,1
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,1,1,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,1,2,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,1,3,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,1,4,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,1,5,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,2,1,0,0,0,0,0,0,1
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,2,2,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,2,3,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,2,4,0,0,0,0,0,0,1
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,2,5,0,1,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,3,1,0,0,0,0,0,0,1
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,3,2,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,3,3,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,3,4,0,0,0,0,0,0,0
TO,O,Dip Reef,DIP REEF,18039S,2013,21,-18.41666667,147.4583333,C,C,MNPB,Marine National Park,3,5,0,1,0,0,0,0,2
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,1,1,0,0,0,0,0,0,2
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,1,2,0,6,1,0,0,0,3
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,1,3,0,5,0,0,0,0,6
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,1,4,0,0,1,0,0,0,3
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,1,5,0,2,0,0,0,0,3
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,2,1,0,3,0,0,0,0,0
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,2,2,0,0,0,0,0,0,0
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,2,3,0,1,0,0,0,0,0
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,2,4,0,2,0,0,0,0,4
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,2,5,0,0,0,0,0,0,4
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,3,1,0,2,0,0,0,0,1
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,3,2,0,0,0,0,0,0,0
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,3,3,0,0,0,0,0,0,1
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,3,4,0,0,0,0,0,0,0
SW,O,East Cay,EAST CAY REEF,21305S,2013,21,-21.49166667,152.5583333,O,O,GUB,Habitat Protection,3,5,0,0,0,0,0,0,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,1,1,0,0,0,0,0,5,2
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,1,2,0,0,0,3,0,9,1
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,1,3,0,0,0,0,0,0,2
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,1,4,0,0,0,0,0,6,1
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,1,5,0,0,0,0,0,3,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,1,0+,0,0,0,0,10,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,2,0+,0,0,0,0,1,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,3,0+,0,0,0,0,3,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,4,0,0,1,0,0,6,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,5,0,0,0,0,0,1,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,1,0,0,0,0,0,1,1
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,2,0,0,0,0,0,1,4
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,3,0,0,0,0,0,1,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,4,0,0,0,0,0,0,2
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2013,21,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,5,0,0,0,0,0,0,2
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2013,21,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,1,0,0,0,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2013,21,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,2,0,1,0,0,0,0,2
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2013,21,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,3,0,0,1,0,0,0,1
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2013,21,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,4,0,0,1,0,0,0,3
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2013,21,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,5,0,0,0,0,0,0,0
